Time(s),CH1V,CH2V,CH3V
-3.280000e-03,4.598667e+00,1.733333e-02,2.293333e-02
-3.260000e-03,4.624533e+00,3.013333e-02,-1.466667e-02
-3.240000e-03,4.620267e+00,3.866667e-02,-1.920000e-02
-3.220000e-03,4.508000e+00,2.666667e-04,-5.333333e-04
-3.200000e-03,4.641600e+00,4.746667e-02,-5.066667e-03
-3.180000e-03,4.633067e+00,3.440000e-02,4.266667e-03
-3.160000e-03,4.611467e+00,1.733333e-02,-1.466667e-02
-3.140000e-03,4.633067e+00,2.160000e-02,-1.920000e-02
-3.120000e-03,4.611467e+00,3.013333e-02,-1.920000e-02
-3.100000e-03,4.607200e+00,2.160000e-02,2.293333e-02
-3.080000e-03,4.633067e+00,1.733333e-02,-3.333334e-02
-3.060000e-03,4.607200e+00,2.586667e-02,-5.333333e-04
-3.040000e-03,4.620267e+00,1.306667e-02,-5.333333e-04
-3.020000e-03,4.615733e+00,2.160000e-02,1.840000e-02
-3.000000e-03,4.624533e+00,2.160000e-02,4.266667e-03
-2.980000e-03,4.620267e+00,2.586667e-02,1.840000e-02
-2.960000e-03,4.633067e+00,2.160000e-02,-3.333334e-02
-2.940000e-03,4.624533e+00,8.800000e-03,-5.333333e-04
-2.920000e-03,4.628800e+00,1.733333e-02,-6.160000e-02
-2.900000e-03,4.620267e+00,2.160000e-02,-6.640000e-02
-2.880000e-03,4.620267e+00,3.866667e-02,1.840000e-02
-2.860000e-03,4.620267e+00,3.440000e-02,4.167467e+00
-2.840000e-03,4.628800e+00,2.586667e-02,4.322667e+00
-2.820000e-03,4.633067e+00,3.440000e-02,4.402667e+00
-2.800000e-03,4.615733e+00,8.800000e-03,4.496800e+00
-2.780000e-03,4.628800e+00,2.160000e-02,4.510933e+00
-2.760000e-03,4.620267e+00,1.733333e-02,4.515467e+00
-2.740000e-03,4.633067e+00,4.533333e-03,4.553067e+00
-2.720000e-03,4.633067e+00,3.866667e-02,4.524800e+00
-2.700000e-03,4.624533e+00,1.733333e-02,4.553067e+00
-2.680000e-03,4.624533e+00,2.160000e-02,4.548533e+00
-2.660000e-03,4.633067e+00,2.160000e-02,4.524800e+00
-2.640000e-03,4.633067e+00,2.160000e-02,4.562667e+00
-2.620000e-03,4.602933e+00,4.320000e-02,4.529600e+00
-2.600000e-03,4.637333e+00,3.013333e-02,4.572000e+00
-2.580000e-03,4.615733e+00,1.733333e-02,4.562667e+00
-2.560000e-03,4.641600e+00,4.533333e-03,4.543734e+00
-2.540000e-03,4.633067e+00,2.160000e-02,4.548533e+00
-2.520000e-03,4.624533e+00,1.306667e-02,4.557867e+00
-2.500000e-03,4.641600e+00,2.586667e-02,4.515467e+00
-2.480000e-03,4.620267e+00,2.160000e-02,4.572000e+00
-2.460000e-03,4.633067e+00,8.800000e-03,4.562667e+00
-2.440000e-03,4.628800e+00,2.160000e-02,4.572000e+00
-2.420000e-03,4.637333e+00,2.160000e-02,4.572000e+00
-2.400000e-03,4.633067e+00,1.306667e-02,4.534400e+00
-2.380000e-03,4.637333e+00,1.733333e-02,4.562667e+00
-2.360000e-03,4.628800e+00,3.013333e-02,4.534400e+00
-2.340000e-03,4.624533e+00,3.013333e-02,4.562667e+00
-2.320000e-03,4.628800e+00,2.160000e-02,4.548533e+00
-2.300000e-03,4.633067e+00,8.800000e-03,4.543734e+00
-2.280000e-03,4.611467e+00,4.533333e-03,4.543734e+00
-2.260000e-03,4.624533e+00,1.733333e-02,4.515467e+00
-2.240000e-03,4.637333e+00,2.160000e-02,4.548533e+00
-2.220000e-03,4.633067e+00,3.440000e-02,4.538933e+00
-2.200000e-03,4.453333e-02,2.666667e-04,4.510933e+00
-2.180000e-03,4.026667e-02,1.733333e-02,4.548533e+00
-2.160000e-03,4.880000e-02,1.306667e-02,4.534400e+00
-2.140000e-03,4.026667e-02,2.160000e-02,4.562667e+00
-2.120000e-03,6.186667e-02,2.160000e-02,4.572000e+00
-2.100000e-03,3.573333e-02,4.320000e-02,4.543734e+00
-2.080000e-03,3.573333e-02,3.013333e-02,4.572000e+00
-2.060000e-03,4.026667e-02,8.800000e-03,4.520267e+00
-2.040000e-03,4.453333e-02,2.586667e-02,4.553067e+00
-2.020000e-03,4.026667e-02,1.733333e-02,4.581333e+00
-2.000000e-03,4.453333e-02,3.866667e-02,4.562667e+00
-1.980000e-03,5.733334e-02,3.013333e-02,4.548533e+00
-1.960000e-03,4.453333e-02,1.306667e-02,4.538933e+00
-1.940000e-03,5.306667e-02,3.013333e-02,4.576533e+00
-1.920000e-03,4.453333e-02,2.160000e-02,4.557867e+00
-1.900000e-03,4.453333e-02,2.160000e-02,4.572000e+00
-1.880000e-03,4.026667e-02,8.800000e-03,4.553067e+00
-1.860000e-03,3.146667e-02,3.013333e-02,4.520267e+00
-1.840000e-03,4.880000e-02,2.160000e-02,4.553067e+00
-1.820000e-03,3.573333e-02,3.866667e-02,4.562667e+00
-1.800000e-03,3.573333e-02,8.800000e-03,4.548533e+00
-1.780000e-03,5.733334e-02,2.160000e-02,4.553067e+00
-1.760000e-03,4.880000e-02,1.733333e-02,4.529600e+00
-1.740000e-03,3.573333e-02,3.866667e-02,4.572000e+00
-1.720000e-03,4.026667e-02,2.666667e-04,4.586133e+00
